State,MSE,RMSE,Time_s
BNN_training_half-%,0.0033911052028803563,0.058233196742754526,93.82503604888916
BNN_full_training_half-%,0.08463294390558967,0.2909174176731082,0.0
BNN_testing_half-%,0.229856429012046,0.4794334458629748,0.0
FNN_training_half-%,0.044727736775155666,0.21148933016858243,0.0909731388092041
FNN_full_training_half-%,0.20850212804586282,0.45662033249283024,0.0
FNN_testing_half-%,0.4094558501250502,0.6398873730001634,0.0
LC_full_training,0.0028791353787659905,0.05365757522257217,0.0
LC_testing,0.031341897877007585,0.17703643093162374,0.0
