Year,Age,Gender,log_Mu
1950.0,21.0,0.0,-6.943382456625288
1950.0,35.0,0.0,-6.210616077152654
1950.0,53.0,0.0,-4.787411745981875
1950.0,92.0,0.0,-1.346339302279801
1950.0,98.0,0.0,-1.2129092826346617
1951.0,7.0,0.0,-7.612975040776352
1951.0,12.0,0.0,-7.851931214345828
1951.0,44.0,0.0,-5.534546157410902
1951.0,55.0,0.0,-4.637176982123178
1951.0,74.0,0.0,-2.950778028552949
1952.0,14.0,0.0,-7.52951246345541
1952.0,21.0,0.0,-7.050471581183732
1952.0,22.0,0.0,-7.006471251921295
1952.0,40.0,0.0,-5.865008123155422
1952.0,46.0,0.0,-5.412158182971797
1952.0,53.0,0.0,-4.800090778358562
1952.0,82.0,0.0,-2.2859049827428475
1953.0,10.0,0.0,-8.034767042171945
1953.0,20.0,0.0,-7.146012468106395
1953.0,25.0,0.0,-6.984636323318095
1953.0,33.0,0.0,-6.503624393887109
1953.0,77.0,0.0,-2.7110647402630814
1953.0,86.0,0.0,-1.871738178949504
1954.0,10.0,0.0,-7.9748689005908755
1954.0,38.0,0.0,-6.175387385268911
1954.0,48.0,0.0,-5.336019233732048
1954.0,80.0,0.0,-2.5043096769349553
1954.0,82.0,0.0,-2.3100932084843673
1954.0,88.0,0.0,-1.781692313516008
1954.0,89.0,0.0,-1.6935752416404013
1955.0,37.0,0.0,-6.2920292453907765
1955.0,39.0,0.0,-6.092390465697942
1955.0,43.0,0.0,-5.7483615180541685
1955.0,53.0,0.0,-4.913735469356296
1956.0,1.0,0.0,-6.3435784797191515
1956.0,18.0,0.0,-7.368204695423061
1956.0,24.0,0.0,-7.1472823095468705
1956.0,76.0,0.0,-2.8508357098507724
1956.0,87.0,0.0,-1.8361377799510874
1957.0,19.0,0.0,-7.270160897629855
1957.0,42.0,0.0,-5.851354839123337
1957.0,71.0,0.0,-3.358712770056
1957.0,88.0,0.0,-1.7371860603028957
1957.0,98.0,0.0,-1.0297646277236987
1958.0,32.0,0.0,-6.673473983257471
1958.0,47.0,0.0,-5.446353445375441
1958.0,51.0,0.0,-5.104891030021976
1958.0,84.0,0.0,-2.0768768333576877
1958.0,94.0,0.0,-1.243070591701567
1959.0,20.0,0.0,-7.261577153938463
1959.0,33.0,0.0,-6.604692104492054
1959.0,59.0,0.0,-4.437962267004185
1959.0,60.0,0.0,-4.423432132732553
1959.0,70.0,0.0,-3.4673371841667002
1960.0,32.0,0.0,-6.734642661273492
1960.0,33.0,0.0,-6.657775073714368
1960.0,34.0,0.0,-6.537571985018612
1960.0,44.0,0.0,-5.719302286314238
1961.0,8.0,0.0,-8.031685375634536
1961.0,47.0,0.0,-5.474100346502409
1961.0,51.0,0.0,-5.14645501723879
1961.0,76.0,0.0,-2.934279759241025
1961.0,85.0,0.0,-2.0241355091058706
1962.0,14.0,0.0,-7.989510450583824
1962.0,22.0,0.0,-7.248838128161033
1962.0,30.0,0.0,-6.8889335247415495
1962.0,58.0,0.0,-4.617040358558579
1962.0,59.0,0.0,-4.534991351366845
1962.0,78.0,0.0,-2.695538796165147
1962.0,83.0,0.0,-2.206974958180723
1962.0,85.0,0.0,-1.9872854216056337
1962.0,93.0,0.0,-1.348208907514558
1963.0,53.0,0.0,-4.977393960316454
1963.0,55.0,0.0,-4.870047605786609
1963.0,91.0,0.0,-1.4984288797278515
1963.0,93.0,0.0,-1.2828356527516607
1964.0,9.0,0.0,-8.142187290792782
1964.0,18.0,0.0,-7.389022100506583
1964.0,31.0,0.0,-6.7610608998313335
1964.0,41.0,0.0,-6.012075501012107
1964.0,81.0,0.0,-2.503013595565041
1965.0,15.0,0.0,-7.7705052439282625
1965.0,41.0,0.0,-6.014937903293624
1965.0,42.0,0.0,-5.875995297301868
1965.0,48.0,0.0,-5.390432655455842
1965.0,67.0,0.0,-3.864042692909579
1965.0,82.0,0.0,-2.3589015084729494
1965.0,92.0,0.0,-1.4299495319632696
1965.0,96.0,0.0,-1.1590089989583496
1966.0,10.0,0.0,-8.209708491668277
1966.0,20.0,0.0,-7.320245002027266
1966.0,35.0,0.0,-6.484450252745642
1966.0,75.0,0.0,-3.0798967975867497
1967.0,28.0,0.0,-7.043575002124672
1967.0,32.0,0.0,-6.720446180677143
1967.0,40.0,0.0,-6.061457918928517
1967.0,52.0,0.0,-5.0911406087559055
1967.0,60.0,0.0,-4.501801653011058
1967.0,62.0,0.0,-4.267484400301217
1967.0,63.0,0.0,-4.222291576552723
1967.0,84.0,0.0,-2.178873002307354
1968.0,18.0,0.0,-7.261577153938463
1968.0,48.0,0.0,-5.354464527171038
1968.0,74.0,0.0,-3.2020678732188332
1968.0,93.0,0.0,-1.3357875759496418
1969.0,84.0,0.0,-2.178184005036087
1969.0,87.0,0.0,-1.8877903086451506
1969.0,88.0,0.0,-1.8086452347048396
1969.0,96.0,0.0,-1.1516745151149022
1970.0,4.0,0.0,-7.633425651247642
1970.0,14.0,0.0,-7.934977571563574
1970.0,30.0,0.0,-6.938214486466846
1970.0,83.0,0.0,-2.3324877543483593
1970.0,87.0,0.0,-1.9432756224700756
1971.0,11.0,0.0,-8.213391737084573
1971.0,16.0,0.0,-7.487573774235079
1971.0,28.0,0.0,-7.07380986331222
1971.0,56.0,0.0,-4.800576982330702
1972.0,17.0,0.0,-7.294889430405578
1972.0,22.0,0.0,-7.195437351433918
1973.0,14.0,0.0,-7.923866346138503
1973.0,24.0,0.0,-7.23904098891605
1973.0,25.0,0.0,-7.248838128161033
1973.0,34.0,0.0,-6.678232120703888
1973.0,40.0,0.0,-6.128889223019654
1973.0,43.0,0.0,-5.840977713834046
1973.0,61.0,0.0,-4.453136030132593
1974.0,13.0,0.0,-8.101777752454906
1974.0,35.0,0.0,-6.648472681052054
1974.0,46.0,0.0,-5.633510421670869
1974.0,96.0,0.0,-1.229834349852284
1975.0,0.0,0.0,-4.257263571741215
1975.0,2.0,0.0,-7.329349769020185
1975.0,6.0,0.0,-8.06293791913864
1975.0,12.0,0.0,-8.37309284744248
1975.0,50.0,0.0,-5.3312538667943015
1975.0,53.0,0.0,-5.1526597941256735
1975.0,80.0,0.0,-2.7540889040152283
1975.0,87.0,0.0,-2.066185788669427
1976.0,31.0,0.0,-7.034452932028095
1976.0,46.0,0.0,-5.732181949177899
1976.0,49.0,0.0,-5.482721089546316
1976.0,77.0,0.0,-3.137295837875778
1976.0,99.0,0.0,-1.0577765342425225
1977.0,64.0,0.0,-4.307438777683309
1977.0,82.0,0.0,-2.626336582485895
1977.0,90.0,0.0,-1.8040972678155722
1977.0,94.0,0.0,-1.4593597999772725
1978.0,16.0,0.0,-7.604910480939621
1978.0,78.0,0.0,-3.094359950170633
1979.0,22.0,0.0,-7.379360189594847
1979.0,55.0,0.0,-5.061349808640757
1979.0,97.0,0.0,-1.2574368741952604
1980.0,13.0,0.0,-8.381788554410035
1980.0,40.0,0.0,-6.40033544835098
1981.0,7.0,0.0,-8.394975558691987
1981.0,24.0,0.0,-7.389022100506583
1981.0,55.0,0.0,-5.050988648445472
1981.0,56.0,0.0,-4.950057732210651
1981.0,58.0,0.0,-4.827064517901869
1981.0,97.0,0.0,-1.2255097346565922
1982.0,28.0,0.0,-7.360311994624152
1982.0,33.0,0.0,-7.084492457482191
1982.0,59.0,0.0,-4.7658085319509045
1983.0,13.0,0.0,-8.468403027246806
1983.0,26.0,0.0,-7.402051600796917
1983.0,58.0,0.0,-4.8026459905537235
1983.0,65.0,0.0,-4.250507264810313
1983.0,83.0,0.0,-2.5323127721852705
1983.0,99.0,0.0,-1.1267031688346354
1984.0,0.0,0.0,-4.625781139892216
1984.0,22.0,0.0,-7.536989133798429
1984.0,36.0,0.0,-6.880140111949164
1984.0,79.0,0.0,-3.0080275516481425
1984.0,89.0,0.0,-1.9604361423033703
1984.0,97.0,0.0,-1.260663092459705
1985.0,1.0,0.0,-7.218364856077622
1985.0,19.0,0.0,-7.563606674798385
1985.0,64.0,0.0,-4.344499662783161
1985.0,84.0,0.0,-2.4274682751407357
1986.0,6.0,0.0,-8.492500578825865
1986.0,28.0,0.0,-7.3493658337266545
1986.0,48.0,0.0,-5.727255830841843
1986.0,69.0,0.0,-3.9575435207299554
1987.0,55.0,0.0,-5.137049218951915
1987.0,63.0,0.0,-4.418524657714082
1987.0,99.0,0.0,-1.0944400047623954
1988.0,13.0,0.0,-8.440232150280108
1988.0,32.0,0.0,-7.089277155605528
1988.0,33.0,0.0,-7.055095866880846
1988.0,46.0,0.0,-5.997080285893618
1988.0,62.0,0.0,-4.49085983981068
1988.0,67.0,0.0,-4.112854824981198
1989.0,17.0,0.0,-7.596910438272545
1989.0,22.0,0.0,-7.567467683455845
1989.0,29.0,0.0,-7.283176265741925
1989.0,35.0,0.0,-6.903763257712599
1989.0,49.0,0.0,-5.774097648571226
1989.0,87.0,0.0,-2.196829655328182
1989.0,97.0,0.0,-1.2172505649385104
1990.0,0.0,0.0,-4.7551794533148
1990.0,17.0,0.0,-7.588973888676809
1990.0,39.0,0.0,-6.708904420236972
1990.0,45.0,0.0,-6.1390369115751175
1990.0,54.0,0.0,-5.282050394084164
1990.0,79.0,0.0,-3.0788530469483733
1990.0,80.0,0.0,-2.933884870227911
1990.0,90.0,0.0,-1.8895156380259464
1990.0,92.0,0.0,-1.7061140246995614
1991.0,6.0,0.0,-8.50724286056307
1991.0,25.0,0.0,-7.480456306466215
1992.0,60.0,0.0,-4.75750584729179
1992.0,68.0,0.0,-4.0511126738301
1993.0,13.0,0.0,-8.390560540482872
1993.0,68.0,0.0,-4.0244640847738955
1993.0,89.0,0.0,-1.9788001435619864
1993.0,90.0,0.0,-1.8891452015019614
1993.0,94.0,0.0,-1.4738891810065038
1993.0,96.0,0.0,-1.2905079311043395
1994.0,53.0,0.0,-5.391310233397201
1994.0,59.0,0.0,-4.850942855362662
1994.0,62.0,0.0,-4.573962258863898
1994.0,69.0,0.0,-3.963790096250029
1994.0,99.0,0.0,-1.0811476865415866
1995.0,23.0,0.0,-7.57914096776057
1995.0,27.0,0.0,-7.376160186864175
1995.0,61.0,0.0,-4.6421454221129865
1995.0,66.0,0.0,-4.273638706258049
1996.0,14.0,0.0,-8.298057661499566
1996.0,29.0,0.0,-7.300797867091744
1996.0,40.0,0.0,-6.513688215826342
1996.0,88.0,0.0,-2.092032475859265
1996.0,99.0,0.0,-1.0596964296704425
1997.0,0.0,0.0,-5.007141404842
1997.0,13.0,0.0,-8.650724584040761
1997.0,23.0,0.0,-7.635493904311701
1997.0,24.0,0.0,-7.635493904311701
1997.0,28.0,0.0,-7.4421907683872615
1997.0,29.0,0.0,-7.415253112655453
1997.0,54.0,0.0,-5.378010135457285
1997.0,65.0,0.0,-4.352700869292055
1997.0,69.0,0.0,-4.015496413904422
1997.0,83.0,0.0,-2.6354877083009947
1997.0,93.0,0.0,-1.5534073566091746
1997.0,97.0,0.0,-1.194880927647718
1998.0,40.0,0.0,-6.574860863708808
1998.0,70.0,0.0,-3.934728842963784
1998.0,79.0,0.0,-3.11029051445476
1999.0,35.0,0.0,-6.985716820451849
1999.0,66.0,0.0,-4.259101287836583
1999.0,72.0,0.0,-3.7299098036719283
1999.0,77.0,0.0,-3.279528572080151
1999.0,95.0,0.0,-1.3124604265110271
1999.0,100.0,0.0,-0.9129737391819648
2000.0,11.0,0.0,-8.818298284200159
2000.0,12.0,0.0,-8.87386813535497
2000.0,22.0,0.0,-7.667042262046627
2000.0,39.0,0.0,-6.603216089463933
2000.0,41.0,0.0,-6.4340086634575675
2000.0,43.0,0.0,-6.263273270403473
2000.0,50.0,0.0,-5.753392975209535
2000.0,84.0,0.0,-2.5027325920139947
1950.0,12.0,1.0,-7.332403206507076
1950.0,19.0,1.0,-6.359633870472449
1950.0,67.0,1.0,-3.199538992312059
1950.0,72.0,1.0,-2.794114753744241
1950.0,96.0,1.0,-1.056651103272249
1951.0,9.0,1.0,-7.52951246345541
1951.0,25.0,1.0,-6.192846606640679
1951.0,29.0,1.0,-6.181173322335955
1951.0,64.0,1.0,-3.3986007558148894
1951.0,70.0,1.0,-2.975713983240242
1951.0,95.0,1.0,-1.0535031769811634
1952.0,2.0,1.0,-6.478573644256657
1952.0,26.0,1.0,-6.228707022801694
1952.0,77.0,1.0,-2.4252726361088905
1952.0,92.0,1.0,-1.253527260492101
1953.0,1.0,1.0,-6.058887223425416
1953.0,25.0,1.0,-6.238388627087595
1953.0,52.0,1.0,-4.351613828265687
1953.0,64.0,1.0,-3.3887156041600996
1954.0,11.0,1.0,-7.6375664439136735
1954.0,14.0,1.0,-7.109871463104271
1954.0,53.0,1.0,-4.30240247611827
