x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
32.7069993051246,30.085307763002184,26.732316967490334,22.218939644833807,16.462077773257274,9.86863567945044,3.9648616977389266,2.394569010434408,6.92050368076785,7.104826621244917,4.078997309533034,1.7311395787911326,1.1543679126442232,1.6981794444009388,2.4796111418230153,2.9998582671625544,3.1086211870148923,2.8377317541426668,2.3018690381169025,1.659014184831206,1.0900700370490175,0.7642866167025445,0.7705620787362741,1.0346591865265906,1.315022180827052,1.3626459856916415,1.1241239326815653,0.7566190832875321,0.46519053486253703,0.35803580558092746,0.41743500851428667,0.5498510888044182,0.6546469957327746,0.6733045475080338,0.6019143253060649,0.4765858374884485,0.34991678835850865,0.26804312089440274,0.2520264458426417,0.2885310890533937,0.33720244286008577,0.3557446740482101,0.3274466560909213,0.26908334452392857,0.21369500267994707,0.18530693950035745,0.18624897160250664,0.20244356055193388,0.21678872581471526,0.21893936302026915
