x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.7116118951919391,-0.5126939279638669,0.030119077717537482,2.8481708846895555,-0.5222914437620331,-0.7446329144853179,-2.4686156761045437,-1.4644982938678255,1.8064414960733453,0.2431093834635284,-0.03774607514901886,0.40571325884069664,0.20931475137511152,-0.001102345628319578,0.2330503603952078
0.7116118951919391,-0.5126939279638669,0.030119077717537482,2.8481708846895555,-0.5222914437620331,-0.7446329144853179,-2.4686156761045437,-1.4644982938678255,1.8064414960733453,0.2431093834635284,-0.03774607514901886,0.40571325884069664,0.20931475137511152,-0.001102345628319578,0.2330503603952078
0.7275853278340256,-0.4992008184060401,0.040765348781027486,2.8296282134826476,-0.5072609004613227,-0.7698933307176715,-2.2422325489001564,-1.4488121502557443,1.8108408702457723,0.2422738983905232,-0.0380318201906151,0.38179730611656215,0.19795516707719424,-0.0022727551949079587,0.25916131064135794
0.7331205242358015,-0.49649302239469134,0.06556380161190868,2.8124539758276494,-0.5226458770225826,-0.7628611080298201,-2.0806653870760363,-1.4423354414046716,1.842294068340742,0.24673909474700378,-0.06379329232968714,0.3414258104903628,0.1932852154565238,-0.0030897545876255525,0.2859577591138556
0.7651063751137203,-0.4829036552346348,0.07501783465583797,2.813190257045872,-0.5331134632898327,-0.7091108329671553,-1.9127930396060275,-1.4783278317117543,1.8461597462237553,0.20771827936533668,-0.05253426700832313,0.3398064327333223,0.16788226914297424,0.014408617493151268,0.3683491599093698
0.8123015436998254,-0.4896543790005909,0.04382475790979072,2.824127992282439,-0.5425225292989557,-0.7262096644725126,-1.7413162506968831,-1.4999633635149263,1.8713408258133974,0.2001951933765247,-0.09031433471132275,0.29691997200849984,0.14526673549344252,-0.023160518668010416,0.4015157429178138
0.7988194753320009,-0.49903700882824864,0.058955609689362025,2.8193129682222557,-0.5462460203660632,-0.7529871987151605,-1.4680497852951448,-1.5096207877650794,1.8892018098736887,0.2366652389796498,-0.15715786946362925,0.15935913333053942,0.18859851881133693,-0.025874846401856767,0.4724026174760292
0.7531304959747638,-0.43248173307669,0.15474224391269395,2.8066955933230577,-0.5061292911245536,-0.6666833917320945,-1.276931970401085,-1.4455464805560745,1.8132119631019716,0.18306352118928343,-0.16125728284388785,0.0760803229928006,0.16534521272382957,-0.07105817149935426,0.5437189622276369
0.5494074466361264,-0.30348935947713357,0.33069337126530196,2.928776158267326,-0.6218377622819393,-0.6300173429524057,-1.2434385776279004,-1.6045131736079554,1.5934713580643416,0.41011506385499197,-0.17102238767886227,-0.25598522465174595,0.08573053646415889,-0.09706205372443547,0.6051401176262927
0.4333266678640719,-0.28803402042350906,0.19169822582990573,2.9835430681387796,-0.7292359312832822,-0.4629396365418626,-1.223437300715519,-1.629458779882811,1.4307509454205414,0.4048176418856249,-0.12958491511842568,-0.3869603232838166,0.05373682670530382,-0.046808800832302606,0.5591503628260366
0.5127803847846125,-0.22145556039688996,0.2522649559011679,3.00514022395197,-0.7311744680509608,-0.4422401882845341,-1.2217481876712484,-1.503333204082634,1.3635422832253552,0.4220257731467424,-0.07275316967170903,-0.44825099564874343,0.0019905576289774903,-0.06854989969652103,0.5122823359210719
0.3995349355002077,-0.3116800872174141,0.1533581991278721,3.0434810900607454,-0.7033161937838813,-0.58143369615528,-1.2470177611725846,-1.3010636361294767,1.6492311805718904,0.28551695185483644,-0.09301059656036637,-0.42378009547139184,-0.0079831608472241,0.07415489771495024,0.5444100649610416
0.3374441612442965,-0.3591963883398731,0.17685061930366275,2.994029464170248,-0.7298987344187472,-0.660057841287379,-1.1917564775501224,-1.3123646270601668,1.697797434595031,0.3946670012524797,4.770753632988081e-5,-0.2749652921314552,0.12228401261567236,0.19875217339159365,0.31719087035610144
0.5586160755684002,-0.1198329468368691,-0.18102870659805703,3.1712953832090527,-0.5149102868934329,-0.7014836431926385,-1.1593773538031982,-1.641228988030634,1.7456341120391892,0.2933603400411208,0.7382736019970589,-0.12748980866815654,0.41481607238529583,0.08055042822335104,0.1395117602666829
0.4502323524201907,-0.02794675974008836,-0.1391699156648876,3.1076758361413597,-0.4478792257669278,-0.7494981508625369,-1.1199321084209073,-1.71016501869278,1.7169021985119288,0.26212183995358246,0.642706849416002,-0.08932694336805101,0.3928304158922972,0.08370526338638384,0.021169004327297982
0.46097324960170755,-0.03558698595894334,0.17370109293386723,2.9499419171446366,-0.3120155835523531,-0.82879670240338,-1.1004590865514932,-1.6650710714932162,1.923512561035529,0.005343485949114819,0.6154086202703027,-0.004049231798083057,0.7779607487656935,0.20776063811316192,-0.1331352402802345
0.33177196229748923,0.04957604283994008,0.1864286735652566,2.953572172602468,-0.2550234483813046,-0.818508420558709,-1.0811739699588134,-1.60581711619978,1.8447394760470062,0.11141865662211883,0.7705055280225932,0.054232352334924086,0.6901236968725081,0.16682403452223543,-0.17690831540627144
0.332572585054238,-0.17569252938594984,0.2273092585750636,2.9444723162348465,-0.13598112247943184,-0.7797859288298389,-1.0133122378256465,-1.1573969926489902,1.6166502705958754,-0.07653641107488987,0.8320794908590788,0.11157297583606447,0.6492998758025255,0.17828944576934225,-0.6267415172001443
0.3328828940172224,-0.17133991006616195,0.22226032374005236,2.9325311036152937,-0.12380261540205242,-0.7852066494995039,-1.0142756068319163,-1.1841589302837596,1.6035894768946828,-0.06708444450715222,0.8209610121349131,0.11576710167080598,0.6488988635564419,0.19194389524998376,-0.6365255346318376
