parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
σ,0.04516856056371513,0.035668956187165826,0.004482841451111917,21.63778530960161,47.842861448541136,1.0605784605478314,0.0375624040829888
parameters[1],0.06939506127238176,0.04484290135471447,0.010273799036143769,10.98526943349997,49.71776537380843,1.1327899999886735,0.019070026045527325
parameters[2],-0.16430234814759082,0.1570572028667126,0.055722347462519015,8.039840662676298,49.73284278180219,1.4535316946802899,0.013956869402908951
parameters[3],0.01998610572638615,0.1318206350768966,0.02268135726831294,18.57473083588394,27.913105863086496,1.0385911281594515,0.03224505352128715
parameters[4],0.00419123314499549,0.19857177144206276,0.0394772174670591,11.454161198846576,21.887579916653763,1.1663320499669807,0.01988400500451624
parameters[5],-0.022100062134815197,0.14140006275603284,0.04242309355274428,12.083886563508791,41.620528683343885,1.0578254450578441,0.02097718521082198
parameters[6],0.6990573577694641,0.25224155622670447,0.07492011327307956,11.215364748199661,36.964658207095034,1.009787467418279,0.019469463098103913
parameters[7],-1.1749984492414058,0.33825402411971617,0.1263154675180413,7.263815670431794,31.16897922065604,1.673698309859294,0.01260971839276137
parameters[8],0.23543665716221557,0.16202923060671462,0.04862015841127952,9.232179214923178,23.508525477211837,1.4045502485358088,0.01602672553016007
parameters[9],-3.046156654986305,0.225811126145444,0.04404333871298732,21.444501468498718,38.262623925015596,1.0002242812469109,0.03722687040251562
parameters[10],0.5502843633262217,0.42893127875902104,0.12712251225658835,11.414007801314257,32.083528529945454,1.2032315739534063,0.019814300174662673
parameters[11],0.6149880482769705,0.3114573088407316,0.10467055795051881,9.413710384029544,23.984689185890165,1.060472092448262,0.016341857001799402
parameters[12],-0.48554092053050774,0.3154841364505392,0.12795818535259895,6.824534752667289,41.84545112359968,1.6420525266263277,0.011847142782414846
parameters[13],0.6827698521687962,0.5829527922382967,0.21265699897355872,8.114062833951118,21.932058647469713,1.2343395917364834,0.01408571637820935
parameters[14],-0.3339897677807751,0.18994551474516996,0.05496853809542817,10.639641619310963,53.71583661490169,1.2087307602425137,0.018470028798437222
parameters[15],-0.3711121527769024,0.2265185287394333,0.05639812584758394,14.402915348147058,39.69784725622108,1.100289744538356,0.02500293438257346
parameters[16],-0.788136143196063,0.28804096083662056,0.07354711371946607,17.220692713145066,32.43426960388304,1.0260603151306391,0.02989449285242239
parameters[17],-1.0635974215728696,0.22638314575099477,0.07083479503428733,10.11548682693804,26.150593293006004,1.2311156041039015,0.017560115245296912
parameters[18],0.2554158855475082,0.6563311729056074,0.23266352920666908,8.218884350580742,31.07981063973263,1.378573453682032,0.014267682698139815
parameters[19],0.1895333653082544,0.37341915145401433,0.11332697502583407,10.49675026862824,25.190411208346738,1.159550387919096,0.018221974638664838
parameters[20],-1.463588255294494,0.6937560019897406,0.24539923180062376,8.209111343546578,39.505918681755425,1.3778078615074218,0.014250717115291543
parameters[21],-0.33570429184869516,0.46627024633995934,0.15146804796933158,9.134049357014,24.339328284363873,1.1742614381241803,0.015856375685078875
parameters[22],-1.6363519602481278,0.49063684323951595,0.08624210972508992,32.65129207668368,46.125462532645884,1.00416627833112,0.05668144910707888
parameters[23],-0.0569123919354617,0.25547639294372976,0.08323755606597173,9.656571575192823,23.52540140981441,1.2408549741092154,0.01676345514911548
parameters[24],0.042068243609197066,0.5155666396287427,0.1983969349004698,7.018396733613303,35.08040820078422,1.3887709945600226,0.012183680092515225
parameters[25],-3.0470204356105386,0.25039364353157567,0.04032681006958798,16.652473709667596,55.79188441977523,1.0812138696589422,0.02890808544007124
parameters[26],-1.402234952047916,1.0245884653008248,0.36079629592034534,8.855943711714346,17.049006278229392,1.1365810656800857,0.015373594454142523
parameters[27],0.26164784470918956,1.0965661447036144,0.3857447263968777,7.806386863397466,17.648313845471133,1.1967871036147546,0.013551602143910442
parameters[28],0.10672864847547303,0.3924765703054419,0.10415297032923979,14.163714372310704,34.05165050115504,1.0895191091524334,0.02458769023522427
parameters[29],-0.7261104395907437,0.7124720659744678,0.2751383026854802,6.919541734409869,48.62455493325868,1.596770731429449,0.012012071428662958
parameters[30],-1.4823509543840285,0.5443200080523957,0.14786140878318332,12.86288255760523,37.41507466795213,1.0022784151212543,0.022329493771545878
parameters[31],-1.8344797742513288,0.5648183536290692,0.21985246374481554,6.368482350897674,22.66448132860934,1.8443157821439877,0.011055452489107132
parameters[32],0.5025930361437558,0.6375579651278115,0.16459911255113885,14.271471638791688,33.76514687337439,1.0689714647684476,0.024774752909547084
parameters[33],0.4857669581551132,0.8054638574533665,0.2666624399372934,10.475617254656456,34.66254855267831,1.2123562552607507,0.01818528849916666
parameters[34],-0.7793292832910516,1.1680928508714425,0.4497015057569931,6.747048314596813,17.840287309617466,1.5872735888983673,0.011712629159319456
parameters[35],-0.04063269897889368,0.7253544872138525,0.17389658257586602,17.90357589407073,49.63368105846289,1.03502165691487,0.03107995308397503
parameters[36],1.1835339582655513,0.8849485621829154,0.3131524130966411,8.578420226123185,43.12025599712596,1.311808834571183,0.01489182383117267
parameters[37],-1.36052369010215,1.4105068286663114,0.603604856717663,6.1269641498591945,42.023620661464825,2.0786783073489277,0.010636185723539481
parameters[38],-0.454874116314463,0.6922652513809026,0.11910216265286691,33.39679129080779,42.63462668769723,1.0054274644411356,0.05797560848262525
parameters[39],-0.8688895169189423,1.2152643258397038,0.42687780951274357,8.884367480711688,27.449793336961456,1.0273671392953279,0.015422937077768886
parameters[40],0.3442541639982969,0.923991439422977,0.3595473781942881,6.986568616895384,25.513978321118532,1.8372188051890639,0.012128427645730458
parameters[41],0.22204587897655087,1.0803674772762561,0.16410342828905933,44.618380236849205,59.4514414639337,1.1418447473047486,0.07745587656058635
parameters[42],0.3665429272505982,0.9799096864809178,0.20872328086831823,22.231554524993406,40.696606632719536,1.032479897729813,0.03859316572894564
parameters[43],-0.2732937134669909,1.097286662656692,0.2047936299858014,28.348682492598563,67.28549086791469,1.0024844097277326,0.04921227619976524
parameters[44],0.7253132310524728,1.0014289238528657,0.2220945309294251,19.3603782359867,65.94768205685263,1.0590270258545618,0.033608908679620485
parameters[45],0.14665926977284616,1.0342785574035147,0.17346307633944744,36.22600963483572,129.61523990678666,1.033753706812408,0.06288702807371546
parameters[46],0.12194639695086491,1.1819624982209942,0.3275805414075942,13.237453633889817,46.47898823289934,1.029454839154285,0.022979735463284925
parameters[47],-0.04807339891895754,1.136847412113578,0.2636032664459227,18.680840805854256,29.384935749246285,1.0479163898085138,0.03242925654910304
parameters[48],-0.5045121002488175,1.2142179868285776,0.41393480330685906,9.35706158386509,20.285147549271436,1.2848719272146156,0.016243516756152845
parameters[49],-0.034977864588067724,0.7526674858378432,0.2565915105788676,8.694824694008984,19.323027419689915,1.1186809609807713,0.015093897730937793
parameters[50],-0.27368484532675286,0.9887296013700315,0.26410276193615634,14.5024295018705,42.51739562487122,1.0568083010612643,0.025175687314569595
parameters[51],-0.3770904085044545,0.8454375525206879,0.2654306595054096,10.27098509395523,47.905832604726825,1.2607499606544121,0.01783005455083722
