parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
σ,0.05990389422570127,0.07758992270759267,0.024939486754729016,2.619238517199318,10.834212427421221,1.3130118559174215,0.020778042783475212
parameters[1],0.044178666868954004,0.08802993718378023,0.01910848913223537,12.321811735538859,14.43763900141358,1.1996816599047313,0.09774716190593899
parameters[2],-0.1412194876070483,0.18512156993372264,0.04642014352401064,13.30296703883345,39.85652715539758,1.0557304705092674,0.1055305259391189
parameters[3],-0.19219291467096902,0.28892143863727926,0.05614289930706765,28.44411354607136,84.15499657413315,1.013466817840507,0.2256430654624963
parameters[4],0.137829312871923,0.37574467838936,0.06317891346532586,48.69682070847196,11.029224947926116,1.2143437705986215,0.3863048811536908
parameters[5],0.07081951909101539,0.17456937308592002,0.04856875894237857,10.315592796597114,12.900855395075702,1.047397347599807,0.08183211534846747
parameters[6],0.7662291000001253,0.45347767318769727,0.38446395073986817,1.4675131872150968,17.10940022605846,1.9274720454307783,0.011641571238755944
parameters[7],-1.138753111666909,0.4705265396452776,0.3037740471393695,1.8307582046720874,13.449645434937525,1.560309695817905,0.01452314176547373
parameters[8],0.16102984511665924,0.210471201243016,0.04259116453516066,3.0743887824161837,38.393854342599774,1.243926012018177,0.024388684434277743
parameters[9],-2.85358146646645,0.30442813817663417,0.054170071251993385,28.231339116933917,12.802752709062478,1.0905715082752876,0.22395515649093206
parameters[10],0.6852895282248735,0.3901423128154701,0.23976065574821956,2.5052872362755982,29.99203295972657,1.3621085197434046,0.019874083646223152
parameters[11],0.03196975750027316,0.5770091346576874,0.4580876843845344,1.631347162865797,30.194554794022228,1.7171777272518791,0.012941242625345451
parameters[12],-0.4520588353647527,0.2563492782849129,0.07892775306960713,9.732365125755303,17.8120680424883,1.0238159048734512,0.07720545404302227
parameters[13],0.8241568770561076,0.3322926305228824,0.21459028469725325,2.2353420003561126,32.83570638128043,1.4271443771192776,0.01773264687965946
parameters[14],-0.4735281727414043,0.2659607996106767,0.039307338771272494,28.421560805713607,49.34272814764661,1.026861755153267,0.2254641578139714
parameters[15],-0.22924374762013824,0.2810051650719878,0.16341361931722406,2.5245743580026074,11.37488167382124,1.3698843490151893,0.02002708561140592
parameters[16],-0.9163409617218216,0.23533397635334075,0.10196045509162252,5.358130805029985,16.29134391450267,1.1342524424186349,0.04250528173562951
parameters[17],-1.0182992530909751,0.25602571229168825,0.04293829836350314,11.82549087415884,14.202892849550674,1.07837211575529,0.09380991983181423
parameters[18],-0.05983503921387988,0.33292945890785663,0.06699817469541743,19.167457817814014,13.674465219673179,1.0185234685036395,0.1520526885863175
parameters[19],-0.13959340071324644,1.0449229431387437,0.4136038441834576,6.872304659288532,20.664169306369075,1.0809921135538696,0.054517005341101175
parameters[20],-1.448914936487998,0.49298027848389286,0.16586019999375476,5.221898887056579,21.5798884675292,1.1811335604000437,0.041424573506295345
parameters[21],-0.06314251893831405,0.31553876912897605,0.07843955638426517,12.969410137183623,11.675777336680342,1.0545868011890873,0.10288446696904299
parameters[22],-1.3927079714936625,0.7551867429281002,0.3248423720690903,9.064615078264985,44.94509114147973,1.1383238947758227,0.07190828886913155
parameters[23],-0.2423973129989513,0.2516799614165035,0.13477915207435304,4.5208075587140915,58.719733246417334,1.2515572390425411,0.035862916742405014
parameters[24],-0.07113022845115795,0.20827460387084584,0.13006421603491633,2.2315522620520984,14.178242717849514,1.4155363689659008,0.01770258343026304
parameters[25],-3.0618734550463973,0.4961320351310343,0.11666842712964003,7.53528129004997,29.21488864522149,1.065064971539117,0.05977630368600144
parameters[26],-1.8353912486565294,0.8366834125693773,0.32119213406483754,8.057575976294782,13.00305531067338,1.101082868327107,0.06391959238045013
parameters[27],-2.3648143191921105,0.7918132621554471,0.26926010114160975,9.375620801887592,25.311841611875977,1.044934230900434,0.07437545258442615
parameters[28],0.3564200303863853,0.46929928343335403,0.15536746661793474,10.082595866541528,18.20054740229511,1.039492535823112,0.07998378418300725
parameters[29],-0.23074446435510573,0.43808060093972395,0.30153107031757986,2.304486527986407,40.55595470867341,1.4150399927617614,0.0182811604815752
parameters[30],-1.6279168998606182,0.7774337845924545,0.6248377836633995,1.5892322970113884,16.810281832678896,1.7124587110988678,0.012607151446250046
parameters[31],-1.1699587584547886,0.5014682254407005,0.19660268792347485,8.683802766463405,10.903008725980023,1.2544405198837352,0.06888735952072383
parameters[32],0.608259701320358,0.8749436622092006,0.3375582907559164,6.916439379310315,10.85943732728261,1.145762072375863,0.05486711973306188
parameters[33],1.2188088881299075,0.84154110613392,0.36485594627418333,5.922010321965225,15.05819939639481,1.1408022616582023,0.04697845691638155
