Year,Age,Gender,Log_Mu,In_sample,BNN_l01,BNN_l05,BNN_mean,BNN_median,BNN_u95,BNN_u99,BNN_sdev
1950.0,0.0,0.0,-3.5681496533266226,1,-3.6791096044940015,-3.644583605808148,-3.6083438022784993,-3.5850033295944765,-3.5270894128945574,-3.5009576169141545,0.48916001348451044
1950.0,1.0,0.0,-6.148820357884189,0,-6.170524302898374,-6.1434424717247085,-6.038590081926911,-6.0473972808052885,-5.849576168980864,-5.74426027205498,0.40335283989570814
1950.0,2.0,0.0,-6.743088657426903,1,-6.732228291297735,-6.710331955803848,-6.681460948316305,-6.674353619874154,-6.628864830474198,-6.609444300604111,0.3728560040399208
1950.0,3.0,0.0,-7.000967660704315,1,-7.036725839577166,-7.023811010597632,-6.99789606931768,-6.987927646313598,-6.955802248001186,-6.940905764771235,0.3618604316345691
1950.0,4.0,0.0,-7.187469181784741,0,-7.246019241932168,-7.231540557841624,-7.205910534861627,-7.196352909548098,-7.16265259100209,-7.148375185471446,0.35541309357935547
1950.0,5.0,0.0,-7.384179476030796,0,-7.425728477099722,-7.403140087110434,-7.369301378029918,-7.358342922462411,-7.321733540476484,-7.3066491353593594,0.35082594172781567
1950.0,6.0,0.0,-7.496542444217839,0,-7.563581405527717,-7.543545096548706,-7.511872181216549,-7.502372205164476,-7.462351748175622,-7.44723476283689,0.34666064192346513
1950.0,7.0,0.0,-7.6396432878585125,0,-7.679464350630649,-7.666383314840323,-7.638992890138732,-7.633772299086006,-7.587254079160702,-7.573501586540464,0.3427168939657775
1950.0,8.0,0.0,-7.643809960553359,0,-7.785809772687033,-7.772000796889807,-7.744151048712867,-7.738916338516099,-7.694789187272846,-7.682019062234488,0.3392502098960924
1950.0,9.0,0.0,-7.690827167070069,0,-7.850407596533919,-7.838192845837558,-7.814441245558407,-7.808737059631453,-7.770646060457375,-7.757920788256605,0.33654737937431
1950.0,10.0,0.0,-7.763421389039857,1,-7.865804232434252,-7.855894400605321,-7.837633583846536,-7.830924705060989,-7.802578182159504,-7.789904125926248,0.3349614294068602
1950.0,11.0,0.0,-7.801795401921472,0,-7.840288449109247,-7.828342889951285,-7.812220595014252,-7.805013806403665,-7.780382045368482,-7.768692218160574,0.3346786840884976
1950.0,12.0,0.0,-7.780029125439517,1,-7.784318577336902,-7.768537164521003,-7.748774962698731,-7.74291358009347,-7.707398183228024,-7.690830230657893,0.33550383636584474
1950.0,13.0,0.0,-7.67778350387804,0,-7.692250722634687,-7.679240046869154,-7.652354567184589,-7.64805181476927,-7.59864794558836,-7.583487442688659,0.33724190955312683
1950.0,14.0,0.0,-7.550209345226564,1,-7.572648290224047,-7.559381199660877,-7.528305749435621,-7.521134629738956,-7.476463254228012,-7.46242952862416,0.33938484401659264
1950.0,15.0,0.0,-7.395515629817131,1,-7.437277514084266,-7.426602743260718,-7.400065353001447,-7.391564879686942,-7.354903473285075,-7.342402539517481,0.3413511119791596
1950.0,16.0,0.0,-7.2404347173646535,1,-7.3134221423376005,-7.3019063987947215,-7.284092628954237,-7.275705147814858,-7.246474144697635,-7.2352742122461295,0.34302522427717697
1950.0,17.0,0.0,-7.153655817418963,1,-7.212125391553668,-7.198792606374761,-7.1829873120075005,-7.174290610759032,-7.14663599515509,-7.132835680880913,0.34457710781577755
1950.0,18.0,0.0,-7.085686487474799,0,-7.129707779998964,-7.115999303139161,-7.0989119527535935,-7.089894481361631,-7.060513191314077,-7.048807713952199,0.3457455835645915
1950.0,19.0,0.0,-7.032185357360314,1,-7.065158132623877,-7.052906881040448,-7.035287205979612,-7.025855662008759,-6.997740282836825,-6.9873862766743065,0.34625868741012683
1950.0,20.0,0.0,-6.985716820451849,1,-7.020366522043704,-7.00746720259924,-6.991489859389366,-6.981277533622798,-6.9579718943411955,-6.948106039547453,0.3461216614255265
1950.0,21.0,0.0,-6.943382456625288,1,-6.9869201767696945,-6.9735760283528565,-6.9601929130530245,-6.9501648988353395,-6.929798337818044,-6.92175549937782,0.34562502356672925
1950.0,22.0,0.0,-6.893852373813146,0,-6.958172945548338,-6.943131400387313,-6.930504225407764,-6.921339502062624,-6.8999314858885725,-6.891830928191231,0.3451163514077007
1950.0,23.0,0.0,-6.86469578952169,1,-6.922156499113257,-6.908509860231164,-6.895119989583665,-6.886156361334531,-6.862262095468498,-6.853081335122708,0.34477416209159756
1950.0,24.0,0.0,-6.816088090456313,1,-6.884792522246922,-6.8677879878552,-6.853885907860683,-6.845477163043502,-6.81901470400948,-6.808955403005141,0.3445459538104136
1950.0,25.0,0.0,-6.769733981084762,1,-6.841511070148071,-6.823967243333854,-6.809831255977845,-6.801038307833011,-6.775971886096772,-6.767551408602295,0.34432470123018466
1950.0,26.0,0.0,-6.743937193752742,0,-6.7962651459054655,-6.779967874046004,-6.764443672421034,-6.754832001777492,-6.733738748552995,-6.7253394676303415,0.34409106769140396
1950.0,27.0,0.0,-6.708904420236972,1,-6.746186886395851,-6.732517033952732,-6.717258568506746,-6.707324554402678,-6.688703799904399,-6.6806886395893015,0.34387238159612954
1950.0,28.0,0.0,-6.640020844340052,1,-6.692097939172628,-6.680274000118465,-6.6673261332328835,-6.657536244774591,-6.639965526280142,-6.6319549699933225,0.3436981652108876
1950.0,29.0,0.0,-6.610618047759601,0,-6.632950219299261,-6.623916290816051,-6.614006584885504,-6.604526819772284,-6.5875282250771185,-6.579865106442761,0.3435927265351816
1950.0,30.0,0.0,-6.564875046065594,1,-6.571807257003229,-6.564875023374168,-6.557027904867097,-6.547998198641537,-6.531542006324932,-6.524300830715651,0.34357204390951696
1950.0,31.0,0.0,-6.49300012396688,0,-6.508697483359255,-6.502608461959656,-6.496350691778723,-6.4873428711090035,-6.471849985082299,-6.464901311760583,0.34364367672277235
1950.0,32.0,0.0,-6.416724282544326,0,-6.44356120482014,-6.437742876870622,-6.432075156198291,-6.42316276438317,-6.408472909851643,-6.401314606613299,0.3438094508625353
1950.0,33.0,0.0,-6.360790608600273,0,-6.37585763222231,-6.369583200886241,-6.364402788401266,-6.355556641099014,-6.340337542836749,-6.333750585279248,0.34406715466679894
1950.0,34.0,0.0,-6.290409811838473,1,-6.305324664254367,-6.298730678993523,-6.293618895354233,-6.284839293085659,-6.269152731235685,-6.261254378063446,0.34441116473992395
1950.0,35.0,0.0,-6.210616077152654,1,-6.231741127416715,-6.2254249502123145,-6.220075838827192,-6.21130392628541,-6.194898309670494,-6.186637529122017,0.34483348453080087
1950.0,36.0,0.0,-6.141357636682599,1,-6.15645048916616,-6.149966340320146,-6.144172099936882,-6.135491809003628,-6.118686224922774,-6.110164391596162,0.34532543131075055
1950.0,37.0,0.0,-6.065326395706437,1,-6.0786814732688255,-6.072197189480782,-6.066329024195308,-6.057486165663825,-6.040652271810299,-6.0322063654757665,0.34587915466873126
1950.0,38.0,0.0,-5.986278020420682,1,-5.999290319657922,-5.992641752797605,-5.9869685544817655,-5.978087742835884,-5.961213186985604,-5.953198478269583,0.34648830315707413
1950.0,39.0,0.0,-5.897609971636357,1,-5.918043195871042,-5.911851985627854,-5.9064947274756605,-5.897489219826938,-5.881191734313853,-5.873350944153647,0.34714786251385527
1950.0,40.0,0.0,-5.809142990314028,0,-5.836779418797294,-5.830353027720249,-5.825280562111592,-5.816123027456362,-5.8002812027961514,-5.79305555617876,0.3478536961227182
1950.0,41.0,0.0,-5.731564855668653,1,-5.755115189062821,-5.748642657207164,-5.7436605774048175,-5.734259492101868,-5.719192817088806,-5.712439927552625,0.34860231099441447
1950.0,42.0,0.0,-5.653564758495584,1,-5.673183104946197,-5.666800497954122,-5.661927731716175,-5.652347015195609,-5.63818326242047,-5.631485588136714,0.3493909951973069
1950.0,43.0,0.0,-5.574070868134544,1,-5.592298145289793,-5.585175655725191,-5.58033239379537,-5.570417645243209,-5.556955254125837,-5.55043956382646,0.35021808876226196
1950.0,44.0,0.0,-5.497744391244931,0,-5.511908449811667,-5.50406892927621,-5.4990804648930665,-5.489008209888521,-5.475755362485029,-5.46914895317729,0.3510830603351548
1950.0,45.0,0.0,-5.426605386849568,1,-5.431947683313826,-5.423574032701811,-5.418328350980679,-5.408080312578351,-5.394719592201561,-5.3883056446384,0.351986301612905
1950.0,46.0,0.0,-5.3401815706467355,1,-5.352147348185534,-5.343972855366705,-5.3381742722709795,-5.327928542656633,-5.314114083890106,-5.307424867101206,0.35292886839878684
1950.0,47.0,0.0,-5.262564196842219,0,-5.272456143613074,-5.264996977176139,-5.258648096374738,-5.248449214359445,-5.233535174979402,-5.227490597477505,0.35391246555733225
1950.0,48.0,0.0,-5.1862394631426865,1,-5.194037301017494,-5.186518753779571,-5.1797046190314076,-5.1694875660663,-5.15381999209179,-5.147771906853464,0.35493973395356837
1950.0,49.0,0.0,-5.090653002082287,0,-5.116127190161649,-5.108664200966482,-5.101226592455928,-5.0908677904441735,-5.074607494566509,-5.068592658086077,0.35601466053149394
1950.0,50.0,0.0,-5.020382645551136,0,-5.038933543898395,-5.031115580214694,-5.023042350795452,-5.012496139066437,-4.995793720682391,-4.989310232060849,0.35714295935808504
1950.0,51.0,0.0,-4.949775405839493,1,-4.961368486228001,-4.953366645347808,-4.9449580502579895,-4.934216816828439,-4.9174063820328175,-4.91070554276591,0.35833227779481963
1950.0,52.0,0.0,-4.870177941401,0,-4.884044004228481,-4.875645980839158,-4.866797721799693,-4.855888269188338,-4.839110647167836,-4.832023812994668,0.3595916637068115
1950.0,53.0,0.0,-4.787411745981875,1,-4.806857863815254,-4.797567380283662,-4.788438879879805,-4.777397349548796,-4.760404784213488,-4.753659219163014,0.36092949794978346
1950.0,54.0,0.0,-4.714650286606912,0,-4.7293386325279,-4.719268641601942,-4.70983085742596,-4.698529502078657,-4.681643659803954,-4.674344253604017,0.36235032462474115
1950.0,55.0,0.0,-4.6445349095103685,0,-4.651241850994219,-4.640714808591732,-4.630988389427064,-4.619277636852967,-4.602670110970161,-4.594911108781401,0.36385314488143533
1950.0,56.0,0.0,-4.566430357672161,0,-4.5739253168025495,-4.561647639330702,-4.551961805275524,-4.540099341866099,-4.523757797217362,-4.516308015724711,0.3654337547337188
1950.0,57.0,0.0,-4.487742769112127,1,-4.495534383907176,-4.482419613762412,-4.472793369612455,-4.460778211390496,-4.445354179088383,-4.437702599653048,0.36709016499239294
1950.0,58.0,0.0,-4.414467185166221,0,-4.415015956102272,-4.402545526687126,-4.393473675036388,-4.381424632880727,-4.366451504547481,-4.359525982018033,0.3688265445380608
1950.0,59.0,0.0,-4.330801342598436,0,-4.334493937553334,-4.321862017329691,-4.313911462162094,-4.30184040037575,-4.286544626142021,-4.280380018578847,0.37065214260148505
1950.0,60.0,0.0,-4.225296427546836,0,-4.252596125262919,-4.240702386544375,-4.233925424977584,-4.222162377818952,-4.2061720277264705,-4.199986213352905,0.3725766078013087
1950.0,61.0,0.0,-4.136104496470332,0,-4.169323975672336,-4.159406571211353,-4.1532593381199465,-4.14171570337024,-4.124836407800444,-4.118726533305997,0.37460644161622325
