Year,Age,Gender,Log_Mu,In_sample,BNN_l01,BNN_l05,BNN_mean,BNN_median,BNN_u95,BNN_u99,BNN_sdev
1950.0,0.0,0.0,-3.5681496533266226,0,-7.082470226599407,-6.267040821041699,-5.069267637213183,-5.323653010378434,-3.023910950208424,-2.0114315053310245,1.098080967372207
1950.0,1.0,0.0,-6.148820357884189,0,-8.244656027053447,-7.7311539964564435,-6.362105249491685,-6.295209971158373,-5.362811834442883,-4.415955469224577,0.7747915956363873
1950.0,2.0,0.0,-6.743088657426903,0,-9.022845050916219,-8.40725434513141,-6.979995428835177,-6.784723480468507,-6.255942514057415,-5.8179064747539195,0.735472152063506
1950.0,3.0,0.0,-7.000967660704315,0,-8.891633034207171,-8.086642286198167,-7.133545983366558,-7.038339107920937,-6.633272319215142,-6.403818401984605,0.557483317896408
1950.0,4.0,0.0,-7.187469181784741,0,-8.064277755955587,-7.596528079910183,-7.209968912022485,-7.191803028833803,-6.863952047259633,-6.747186705679396,0.41238451115765573
1950.0,5.0,0.0,-7.384179476030796,0,-7.757989466941975,-7.54010533540334,-7.340095268804753,-7.33269092955184,-7.110957067013359,-7.016090931365518,0.36089972479614607
1950.0,6.0,0.0,-7.496542444217839,0,-7.652631125814458,-7.5735661286545,-7.474933481490506,-7.463888744954282,-7.346682979360607,-7.2915504634341834,0.3354699113221675
1950.0,7.0,0.0,-7.6396432878585125,0,-7.777715895394651,-7.7041496544764945,-7.6106108788345095,-7.5934891722814,-7.512843168277021,-7.477271920423898,0.32743019687143693
1950.0,8.0,0.0,-7.643809960553359,0,-7.96549985357042,-7.895499764954281,-7.7468272842547155,-7.727276958120867,-7.606864352622053,-7.562359674365265,0.3281517312067475
1950.0,9.0,0.0,-7.690827167070069,0,-8.069598630945789,-8.010815348566757,-7.862217899821755,-7.848650954476879,-7.699325156636643,-7.650507831772732,0.32561394185702375
1950.0,10.0,0.0,-7.763421389039857,0,-8.080774824419091,-8.033780653342056,-7.91769148437162,-7.90799205315691,-7.788023560040248,-7.735324596534471,0.31868146829951327
1950.0,11.0,0.0,-7.801795401921472,0,-7.994251314843764,-7.959911637815686,-7.883085920373414,-7.87364848108847,-7.790737610519318,-7.750778502247755,0.3145573194900352
1950.0,12.0,0.0,-7.780029125439517,0,-7.895922517828071,-7.835245123783757,-7.766141506035148,-7.757859838595788,-7.673430697179747,-7.602051837932976,0.3173012864304759
1950.0,13.0,0.0,-7.67778350387804,0,-7.7896630622593985,-7.691251812140459,-7.602939915018194,-7.596517553687983,-7.474598178911715,-7.403524426529159,0.3247891726392778
1950.0,14.0,0.0,-7.550209345226564,0,-7.64879363968592,-7.54316920057341,-7.432762238426322,-7.425024879173077,-7.2878948559576715,-7.226809240332894,0.33202157765544527
1950.0,15.0,0.0,-7.395515629817131,0,-7.507020875191701,-7.396255239377827,-7.283582609001768,-7.2715676843338315,-7.145735409441884,-7.089036935150762,0.33633623406951657
