Year,Age,Gender,Log_Mu,In_sample,BNN_l01,BNN_l05,BNN_mean,BNN_median,BNN_u95,BNN_u99,BNN_sdev
1950.0,0.0,0.0,-3.5681496533266226,1,-3.790904504436111,-3.6577812738752877,-3.583654574099112,-3.560247404172739,-3.482181352723525,-3.4552773485868493,0.3150339326780866
1950.0,1.0,0.0,-6.148820357884189,0,-6.224980582174559,-6.196529012566658,-6.140287557980221,-6.131758568815385,-6.076147056885781,-6.0538276205577715,0.1600718935989889
1950.0,2.0,0.0,-6.743088657426903,0,-7.00271435350433,-6.92988800848459,-6.696815771202318,-6.646614622372528,-6.588520070631561,-6.571312420100592,0.16511498097000066
1950.0,3.0,0.0,-7.000967660704315,0,-7.116120141957681,-7.017912208176685,-6.910725018274957,-6.891084952732108,-6.843017388521843,-6.826527863497946,0.13197122237545972
1950.0,4.0,0.0,-7.187469181784741,0,-7.170507587530241,-7.149116840163714,-7.106952349899008,-7.104990056777106,-7.044842581485054,-7.030023160258659,0.1176227541933181
1950.0,5.0,0.0,-7.384179476030796,0,-7.345427483324159,-7.326999880657287,-7.287451970869748,-7.283628473482882,-7.236382117731244,-7.218779995200576,0.10880881094530001
1950.0,6.0,0.0,-7.496542444217839,0,-7.502040997827433,-7.483925896164351,-7.44222408824844,-7.436085589720463,-7.400222846735149,-7.387030486689688,0.10231848052899369
1950.0,7.0,0.0,-7.6396432878585125,0,-7.66856696122305,-7.649676101262747,-7.570251906797095,-7.555394602616307,-7.5137943706177825,-7.502531403977419,0.10332150470795706
1950.0,8.0,0.0,-7.643809960553359,0,-7.800105452818,-7.779461621467911,-7.672241597388871,-7.646702827821903,-7.606866715517622,-7.594569081500853,0.1069715638667534
1950.0,9.0,0.0,-7.690827167070069,0,-7.902688141828888,-7.8566459936361,-7.746048692446463,-7.7180188798413605,-7.683020462737141,-7.671658929987716,0.10654693279500874
1950.0,10.0,0.0,-7.763421389039857,1,-7.948451325132993,-7.876900775799838,-7.786288269225617,-7.763865361201123,-7.733996593589802,-7.724637195571688,0.10131220930341163
1950.0,11.0,0.0,-7.801795401921472,0,-7.932161267715134,-7.847290525117519,-7.786695349155919,-7.773124810987338,-7.7479513440258705,-7.739214626368638,0.09508941738413447
1950.0,12.0,0.0,-7.780029125439517,1,-7.852624594538954,-7.774142294229053,-7.743875901378994,-7.738593875307979,-7.716804657701799,-7.708420863024005,0.09163353215913785
1950.0,13.0,0.0,-7.67778350387804,0,-7.740632843986895,-7.6768028412746965,-7.660750901056375,-7.6577217990794475,-7.641243799763487,-7.633890960383283,0.09169622669689777
1950.0,14.0,0.0,-7.550209345226564,0,-7.6087366244943775,-7.564169763722308,-7.547741724904801,-7.54560607017152,-7.52378405938337,-7.513066281430476,0.09399069145902945
1950.0,15.0,0.0,-7.395515629817131,1,-7.480746397999152,-7.439019540711177,-7.420633928098429,-7.41853590197251,-7.3911173292294166,-7.380078038191301,0.0973062511179639
1950.0,16.0,0.0,-7.2404347173646535,0,-7.369159956584131,-7.316942611594162,-7.296078208326348,-7.292810939295531,-7.2636318772317185,-7.249896513977853,0.10097289650826667
1950.0,17.0,0.0,-7.153655817418963,0,-7.273875418732123,-7.212415082550767,-7.187168946660936,-7.182973640397036,-7.152411596401023,-7.137808407536892,0.10445732863675737
